EventDate,GroupName,SiteName,SiteID,site_latitude,site_longitude,site_altitude,do_saturation,NitrateN
2022-09-16 12:07:00,Thomasville Seed Ochlockonee,Olive Creek- Remington Ave,7489,30.8353,-83.9604,76.62,62.96,0.5
2022-09-16 15:58:00,Thomasville Seed Ochlockonee,Wards Creek- Habersham Road,7493,30.8023,-83.9954,71.49,55.79,0.0
2022-10-29 23:20:00,Thomasville Seed Ochlockonee,Wards Creek- Habersham Road,7493,30.8023,-83.9954,71.49,48.88,0.0
2022-11-08 10:27:00,Riffle Beetles,Mill Shoal Creek at King Hall Mill Rd,5298,34.1589,-83.0657,158.44,76.19,1.5
2022-11-19 08:30:00,oconeewaters,Barber Creek @ Clotfelder Rd. Bridge,4114,33.9025,-83.5229,219.35,72.96,2.0
2022-11-19 09:05:00,oconeewaters,Barber Creek @ Daniel Bridge Rd. Bridge,4160,33.8993,-83.4428,196.17,83.26,0.7
2022-11-19 09:05:00,oconeewaters,Calls Creek,4095,33.8683,-83.42,198.05,81.79,0.7
2022-11-19 09:40:00,oconeewaters,calls creek at Hickory Rd. Bridge,4099,33.8811,-83.3889,202.32,82.15,1.8
2022-10-29 14:00:00,Thomasville Seed Ochlockonee,Oquina Creek-Old Albany Road,7488,30.8557,-83.9958,63.1,42.22,0.0
2022-10-29 13:00:00,Thomasville Seed Ochlockonee,Olive Creek US HWY 19 after Heritage,7490,30.8049,-83.9371,54.64,72.41,0.0
2022-10-29 12:05:00,Thomasville Seed Ochlockonee,Olive Creek- Metcalf after RXR,7491,30.834,-83.9593,74.57,60.42,0.0
2022-10-29 12:30:00,Thomasville Seed Ochlockonee,Olive Creek- Remington Ave,7489,30.8353,-83.9604,76.62,50.44,0.0
2022-10-29 14:25:00,Thomasville Seed Ochlockonee,Oquina Creek- Cassidy Road,7484,30.8716,-83.9917,64.11,52.77,0.0
2022-10-29 23:25:00,Thomasville Seed Ochlockonee,Olive Creek- Old Monticello Rd w of Robinhood,7492,30.8206,-83.9592,66.44,63.31,0.0
2022-11-23 14:36:00,Chattahoochee Stream Stewards,Gold Branch Creek,6758,33.9842,-84.3841,263.77,64.47,0.0
2022-08-29 18:35:00,The Lugthart clan,Mill Creek,2464,34.7354,-85.0413,243.718079,69.18,0.0
2022-09-27 18:36:00,The Lugthart clan,Mill Creek,2464,34.7354,-85.0413,243.718079,74.88,0.0
2022-10-24 17:51:00,The Lugthart clan,Mill Creek,2464,34.7354,-85.0413,243.718079,71.27,0.0
2022-11-30 12:10:00,Bent Tree StreamKeepers,lower Sallie Doss Stream,7249,34.4947,-84.3629,463.7,70.43,0.0
2022-11-30 10:40:00,Bent Tree StreamKeepers,Coffey Cove Creek,5486,34.4962,-84.3604,461.97,77.99,0.5
2022-11-30 10:15:00,Bent Tree StreamKeepers,Long Swamp Creek at Beaver Run Trail,5483,34.5009,-84.3619,468.73,74.24,0.0
2022-11-29 10:15:00,Bent Tree StreamKeepers,Mulligans Creek,5485,34.4887,-84.366,460.34,76.76,0.5
2022-11-29 10:48:00,Bent Tree StreamKeepers,Long Swamp Creek at Memorial Garden Trail,5484,34.4911,-84.3759,444.9,69.88,0.5
2022-11-30 12:48:00,Bent Tree StreamKeepers,Lake Tamarack Outlet,7470,34.4918,-84.3731,456.01,67.96,0.5
2022-11-27 12:01:00,Toonigh Neighbors,Toonigh Creek,154,34.1504,-84.5196,274.650085,7.28,0.01
2022-11-20 15:26:00,The Lugthart clan,Mill Creek,2464,34.7354,-85.0413,243.718079,75.9,0.0
2022-12-04 21:08:00,Riffle Beetles,Broad River at Peyton Ferry,5275,34.1267,-83.0489,154.09,89.23,0.5
2022-12-04 21:08:00,Riffle Beetles,Scull Shoals at David Homes Church Road,5350,34.1566,-83.1001,164.57,73.08,0.5
2022-12-04 08:18:00,Riffle Beetles,Broad River-Briar's Landing,6680,34.074,-83.0043,128.63,90.43,0.5
2022-12-04 21:58:00,Riffle Beetles,Mill Shoal Creek at King Hall Mill Rd,5298,34.1589,-83.0657,158.44,87.06,2.0
2022-11-25 14:30:00,GSW Sciences,Muckalee Creek at Three Bridges Road,5404,31.9394,-84.2084,87.54,67.51,0.0
2022-11-25 14:30:00,GSW Sciences,Muckalee Creek at Three Bridges Road,5404,31.9394,-84.2084,87.54,67.51,0.0
2022-10-28 14:45:00,GSW Sciences,Muckalee Creek at Three Bridges Road,5404,31.9394,-84.2084,87.54,68.0,0.0
2022-12-15 12:48:00,Chattahoochee Stream Stewards,Gold Branch Creek,6758,33.9842,-84.3841,263.77,71.61,0.0
