EventDate,GroupName,SiteName,SiteID,site_latitude,site_longitude,site_altitude,colony_avg
2022-03-01 11:45:00,Upper Chattahoochee Trout Unlimited,Wildcat Creek,2367,33.9575,-84.3318,302.844635,166.0
2022-03-02 17:15:00,McCleskey Middle School,Tributary to Rubes Creek,692,34.0467,-84.5057,306.038391,200.0
2022-03-03 07:45:00,Butler Creek Kennesaw,Southern Tributary of Butler Creek,2006,34.0097,-84.6272,307.337158,233.0
2022-03-03 08:30:00,Miles Apes,Wildcat Creek,3077,33.7262,-84.9462,341.763306,0.0
2022-03-03 08:45:00,WWALS_Watershed Coalition,Little River @ Folsom Bridge (GA 122),7074,31.0007,-83.4568,44.71,0.0
2022-03-03 09:00:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,0.0
2022-03-03 09:00:00,WWALS_Watershed Coalition,"Withlacoochee River at Hagan Bridge, GA-122",6602,31.0133,-83.3017,46.46,133.0
2022-03-03 09:15:00,Butler Creek Kennesaw,Butler Creek @ Mack Dobbs Road,5503,34.0172,-84.6429,305.35,233.0
2022-03-03 09:20:00,West Fannin Yellow Jackets,West Fannin Stream,4915,34.9243,-84.38,565.98,66.0
2022-03-03 10:46:00,WWALS_Watershed Coalition,Withlacoochee River - Knights Ferry Boat Ramp,6567,30.7121,-83.4556,30.78,0.0
2022-03-03 11:09:00,WWALS_Watershed Coalition,Withlacoochee River - Nankin Boat Ramp,6566,30.6748,-83.3943,22.08,0.0
2022-03-03 11:35:00,WWALS_Watershed Coalition,Withlacoochee River at State Line Boat Ramp (GA 31),6594,30.6356,-83.3112,17.45,0.0
2022-03-03 12:00:00,Miles Apes,Wildcat Creek,3077,33.7262,-84.9462,341.763306,0.0
2022-03-04 13:41:00,Jana Test,Test Location,5067,33.8051,-84.2903,273.89,100.0
2022-03-05 08:55:00,Middle Savannah River Sentinels,Reed Creek at Sandlewood Drive,5166,33.4991,-82.1208,105.92,66.0
2022-03-05 09:35:00,Middle Savannah River Sentinels,Upper Reed Creek,4871,33.5103,-82.1122,94.74,33.0
2022-03-05 10:00:00,Middle Savannah River Sentinels,Reed Creek,975,33.5352,-82.0838,69.33,400.0
2022-03-05 23:45:00,Birdsong Subdivision,Cobbs Creek at Alverado Way,7342,33.7484,-84.2546,275.44,66.0
2022-03-06 07:00:00,kecb,Broad River at Anthony Shoals,5157,33.9921,-82.6548,112.99,66.0
2022-03-06 08:15:00,Riffle Beetles,Broad River-Briar's Landing,6680,34.074,-83.0043,128.63,33.0
2022-03-06 09:24:00,Riffle Beetles,Broad River at Peyton Ferry,5275,34.1267,-83.0489,154.09,33.0
2022-03-06 09:54:00,Riffle Beetles,Mill Shoal Creek at King Hall Mill Rd,5298,34.1589,-83.0657,158.44,66.0
2022-03-06 10:30:00,River Runners of Ball Ground,Etowah at River House near Airport Dr,6745,34.2969,-84.41,279.23,33.0
2022-03-06 10:30:00,River Runners of Ball Ground,Creek at River House near Airport Dr,6750,34.2966,-84.4107,276.53,0.0
2022-03-06 10:54:00,Riffle Beetles,Scull Shoals at David Homes Church Road,5350,34.1566,-83.1001,164.57,266.0
2022-03-06 12:40:00,Clean and Beautiful,Level Creek - Cooper Farm Dr,7344,34.0956,-84.0559,308.91,33.0
2022-03-06 13:06:00,Clean and Beautiful,Level Creek near Gold Mine Dr,6887,34.093,-84.0494,313.4,33.0
2022-03-06 14:00:00,MOST (Madison-Oglethorpe Stream Team),S.Fork Broad River at Watson Mill  Bridge State Park,7211,34.0265,-83.075,159.69,33.0
2022-03-06 15:15:00,Ogeechee Riverkeeper,Little Lotts Creek-Zetterower Bridge,7295,32.4352,-81.7819,61.45,100.0
2022-03-06 15:30:00,MOST (Madison-Oglethorpe Stream Team),Gina's Creek,7146,34.0361,-83.1714,180.43,66.0
2022-03-06 16:45:00,Beving on Allatoona,Allatoona Lake Across From Dallas Landing,5243,34.07,-84.7076,259.73,66.0
2022-03-06 17:30:00,John Stephan,Brushy Creek near Chattahoochee River confluence,7194,34.041,-84.1066,275.16,266.0
2022-03-07 08:50:00,Middle Savannah River Sentinels,Rocky Creek at Gravel Pit Road,5215,33.4174,-81.9859,38.18,233.0
2022-03-07 09:45:00,Middle Savannah River Sentinels,Butler Creek,2402,33.4088,-82.0796,61.09,33.0
2022-03-07 12:00:00,Lilly Vicens,Bennett Creek,7176,34.0216,-84.0863,289.38,133.0
2022-03-07 13:50:00,Chemours,Burnt Fort Landing,3716,30.9456,-81.8992,0.0,0.0
2022-03-07 14:10:00,Chemours,Buffalo Creek,3717,31.1197,-81.9515,8.08,33.0
2022-03-07 14:35:00,Chemours,Little Satilla,3718,31.3511,-82.0336,15.0,33.0
2022-03-08 09:05:00,Middle Savannah River Sentinels,Euchee Creek,2956,33.4913,-82.2217,82.9,400.0
2022-03-08 09:05:00,Middle Savannah River Sentinels,Euchee Creek,2956,33.4913,-82.2217,82.9,400.0
2022-03-08 09:55:00,Middle Savannah River Sentinels,Euchee Creek Site 4,971,33.5555,-82.1797,62.68,266.0
2022-03-08 11:10:00,Middle Savannah River Sentinels,Upper Kiokee Creek,7317,33.5417,-82.3151,86.62,66.0
2022-03-09 09:35:00,Lake Sovereign,Lake Sovereign - CHD,6866,34.1628,-84.5329,273.27,300.0
2022-03-10 09:00:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,66.0
2022-03-10 09:00:00,WWALS_Watershed Coalition,"Withlacoochee River at Hagan Bridge, GA-122",6602,31.0133,-83.3017,46.46,233.0
2022-03-10 09:00:00,WWALS_Watershed Coalition,Little River @ Folsom Bridge (GA 122),7074,31.0007,-83.4568,44.71,33.0
2022-03-10 11:10:00,WWALS_Watershed Coalition,Withlacoochee River - Nankin Boat Ramp,6566,30.6748,-83.3943,22.08,33.0
2022-03-10 11:47:00,WWALS_Watershed Coalition,Withlacoochee River at State Line Boat Ramp (GA 31),6594,30.6356,-83.3112,17.45,0.0
2022-03-11 11:15:00,Flint Riverkeeper,Flint River Pobiddy Rd,5459,32.7766,-84.3701,122.23,233.0
2022-03-11 11:52:00,Flint Riverkeeper,Potato Creek Pobiddy Rd,5455,32.7936,-84.3595,119.83,100.0
2022-03-11 12:45:00,Flint Riverkeeper,Bell Creek,5457,32.8379,-84.3588,160.71,200.0
2022-03-11 13:28:00,Flint Riverkeeper,Town Branch Creek,5456,32.8839,-84.3378,207.04,233.0
2022-03-11 14:45:00,Flint Riverkeeper,Un-named trib of Town Branch at West Main,6723,32.8897,-84.3324,211.91,200.0
2022-03-11 15:00:00,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,33.0
2022-03-13 18:00:00,Tapestry Community,Entrenchment Beaver Pond,3825,33.7276,-84.3613,272.67,233.0
2022-03-13 18:00:00,anna jones,sherwood creek,7208,34.1078,-83.8994,281.52,133.0
2022-03-13 18:30:00,Tapestry Community,Intrenchment creek,1429,33.7278,-84.3611,272.65,300.0
2022-03-14 14:45:00,Piedmont University,Camp Creek,1858,34.5674,-83.5397,397.217072,66.0
2022-03-15 09:15:00,Upper Etowah Alliance AAS,Downing Creek at Barnett Park,7276,34.1987,-84.5315,283.62,300.0
2022-03-15 11:30:00,Village North Highlands Subdivision,Tributary of Willeo Creek,2461,34.0458,-84.4361,303.690002,0.0
2022-03-17 00:15:00,WWALS_Watershed Coalition,Withlacoochee River - Knights Ferry Boat Ramp,6567,30.7121,-83.4556,30.78,100.0
2022-03-17 00:15:00,WWALS_Watershed Coalition,Withlacoochee River at State Line Boat Ramp (GA 31),6594,30.6356,-83.3112,17.45,366.0
2022-03-17 09:00:00,WWALS_Watershed Coalition,Little River @ Folsom Bridge (GA 122),7074,31.0007,-83.4568,44.71,33.0
2022-03-17 09:40:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,0.0
2022-03-17 09:40:00,WWALS_Watershed Coalition,"Withlacoochee River at Hagan Bridge, GA-122",6602,31.0133,-83.3017,46.46,133.0
2022-03-17 11:50:00,WWALS_Watershed Coalition,Withlacoochee River - Nankin Boat Ramp,6566,30.6748,-83.3943,22.08,0.0
2022-03-17 16:52:00,Weatherstone Subdivision,Tributary of Little River Near Weatherstone,6946,34.0916,-84.4749,272.96,200.0
2022-03-17 17:31:00,Weatherstone Subdivision,Tributary of Little River Near Weatherstone,6947,34.0917,-84.4755,282.95,33.0
2022-03-18 09:20:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,200.0
2022-03-18 09:36:00,Jackson Lake Homeowners Association,Yellow River North of hwy 36 Bridge,3324,33.4101,-83.88,163.816528,0.0
2022-03-19 09:20:00,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,166.0
2022-03-19 09:29:00,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,633.0
2022-03-19 09:40:00,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,300.0
2022-03-19 09:51:00,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,566.0
2022-03-19 15:30:00,Earth First,Noonday Creek south of New Chastain Rd.,4967,34.0331,-84.5392,276.74,133.0
2022-03-19 16:30:00,WesNettleton,Big Haynes Creek at Hillisde Commons,5414,33.8995,-83.9864,297.06,433.0
2022-03-19 16:45:00,Hales Trace,Hale Creek,7205,33.8622,-84.1106,261.94,33.0
2022-03-19 21:11:00,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,366.0
2022-03-20 10:00:00,Gwinnett County Sierra Club,Suwanee Creek,1203,34.0451,-84.0643,284.640991,366.0
2022-03-20 15:20:00,Jleichter,Little Ivy Creek,7359,34.0722,-83.9399,339.0,66.0
2022-03-20 15:30:00,Upper Chattahoochee Trout Unlimited,Johns Creek,2388,34.0113,-84.2196,271.038422,33.0
2022-03-20 15:56:00,"Bet Haverim, Haverim Beyachad ",South Fork Peachtree Creek,1180,33.8044,-84.293,273.74704,133.0
2022-03-21 00:30:00,TRGT,Middle Creek,4304,35.1307,-85.3609,444.95,0.0
2022-03-21 03:30:00,TRGT,Edwards Point North,5005,35.1485,-85.3781,548.83,33.0
2022-03-21 10:05:00,Concord Woolen Mill,Nickajack Creek at Concord Woolen Mill ruins,5303,33.8493,-84.5562,269.25,200.0
2022-03-21 10:15:00,Upper Chattahoochee Trout Unlimited,Ball Mill Creek,2368,33.9787,-84.3208,268.422729,133.0
2022-03-21 11:00:00,Ogeechee Riverkeeper,Ogeechee River Rocky Ford Landing,7351,32.6482,-81.8405,35.31,300.0
2022-03-21 11:30:00,TRGT,Middle Creek,4304,35.1307,-85.3609,444.95,0.0
2022-03-21 11:30:00,TRGT,Middle Creek,4304,35.1307,-85.3609,444.95,66.0
2022-03-21 13:16:00,Ogeechee Riverkeeper,Canoochee River Rocks River Bridge Landing,7352,32.1842,-81.8892,32.24,200.0
2022-03-21 16:10:00,TRGT,Edwards Point South,5006,35.1413,-85.3777,533.14,33.0
2022-03-22 14:00:00,Fran Darnall,Shoal Creek at Rhodes Jordan Park,7335,33.958,-83.9795,301.94,266.0
2022-03-24 09:00:00,oconeewaters,Calls Creek,4095,33.8683,-83.42,198.05,100.0
2022-03-24 10:00:00,oconeewaters,Calls Creek @ 441,5469,33.8607,-83.4247,211.42,166.0
2022-03-24 10:45:00,oconeewaters,calls creek at Hickory Rd. Bridge,4099,33.8811,-83.3889,202.32,100.0
2022-03-24 16:25:00,Friends of Peachtree Hills Park,Peachtree Hills Park,2033,33.818,-84.3783,256.479279,200.0
2022-03-25 09:00:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,233.0
2022-03-25 09:00:00,WWALS_Watershed Coalition,"Withlacoochee River at Hagan Bridge, GA-122",6602,31.0133,-83.3017,46.46,166.0
2022-03-25 09:00:00,WWALS_Watershed Coalition,Little River @ Folsom Bridge (GA 122),7074,31.0007,-83.4568,44.71,233.0
2022-03-25 13:45:00,GSW Sciences,Muckalee Creek at Three Bridges Road,5404,31.9394,-84.2084,87.54,100.0
2022-03-26 10:00:00,East Point Environmental Collective,South River in Jefferson Park,6764,33.6877,-84.4264,300.19,133.0
2022-03-26 14:25:00,Christine Brackenrich,Ludie Creek at Simpsonwood Park,7337,33.9827,-84.2436,273.91,0.0
2022-03-26 18:10:00,anna jones,sherwood creek,7208,34.1078,-83.8994,281.52,33.0
2022-03-26 19:04:00,Good Guy Greg,Huddlestone Bridge Neighborhood stream,6884,34.0587,-84.6461,275.01,0.0
2022-03-27 07:15:00,GSW Sciences,Muckalee Creek at McLittle Bridge Rd,7175,32.0067,-84.2266,95.07,100.0
2022-03-27 10:00:00,Butler Creek Kennesaw,Proctor Creek at Legacy Park Amphitheater,6752,34.0521,-84.6356,286.12,66.0
2022-03-27 12:40:00,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,133.0
2022-03-27 13:45:00,Upper Etowah Alliance AAS,Lake Allatoona - JD's by the Lake,7209,34.1638,-84.581,255.0,33.0
2022-03-27 14:03:00,AAAS Stream Stompers,Hollow Creek 2,954,33.3434,-81.8222,39.512642,233.0
2022-03-27 14:32:00,AAAS Stream Stompers,Hollow Creek 1,953,33.3345,-81.8534,35.055412,0.0
2022-03-27 16:00:00,TRGT,Mullens Creek ,4313,35.1389,-85.4361,433.92,0.0
2022-03-27 19:15:00,River Walkers,Unknown,4295,34.046,-84.1145,291.75,433.0
2022-03-28 00:09:00,Ogeechee Riverkeeper,Canoochee River Rocks River Bridge Landing,7352,32.1842,-81.8892,32.24,266.0
2022-03-28 10:29:00,Ogeechee Riverkeeper,Ogeechee River Rocky Ford Landing,7351,32.6482,-81.8405,35.31,366.0
2022-03-28 11:30:00,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,66.0
2022-03-29 09:30:00,Yellow River Water Trail-Gwinnett,Yellow River - Norris Lake Dr.,6829,33.7587,-84.0479,220.33,133.0
2022-03-29 10:00:00,Thompsonc,"Yellow River Park, 3374 Juhan Rd, Stone Mountain",4756,33.792,-84.0717,233.4,33.0
2022-03-29 10:30:00,Yellow River Water Trail-Gwinnett,Yellow River-Ross Rd/Vecoma,3838,33.8301,-84.0814,243.51,100.0
2022-03-29 11:00:00,Yellow River Water Trail-Gwinnett,Watson Creek at Rivermist Dr,5362,33.861,-84.0722,254.46,33.0
2022-03-29 18:55:00,Upper Etowah Alliance AAS,Settingdown Creek,7198,34.2955,-84.2651,291.81,100.0
2022-03-29 19:30:00,Upper Etowah Alliance AAS,Canton Creek,3721,34.2458,-84.3617,344.02,0.0
2022-03-30 09:45:00,Upper Chattahoochee Trout Unlimited,Crooked Creek,2370,33.9472,-84.2293,285.93338,133.0
2022-03-30 10:35:00,Upper Chattahoochee Trout Unlimited,Marlborough Creek,2372,33.9819,-84.3103,266.704529,66.0
2022-03-30 12:15:00,Southern Georgia Regional Commission,Trib. to Cherry Creek DS Oak St. Subdivision WPCP,7139,30.8951,-83.2826,58.42,100.0
2022-03-30 12:40:00,Southern Georgia Regional Commission,"Beatty Branch at Beatty Road near Barretts, GA",7081,30.9862,-83.2205,59.32,400.0
2022-03-30 13:00:00,Southern Georgia Regional Commission,"Grand Bay Creek at Hwy 221 near Naylor, GA",7068,30.9515,-83.13,57.4,0.0
2022-03-30 13:15:00,Southern Georgia Regional Commission,"Grand Bay Creek at Old State Rd. near Naylor, GA",7076,30.9346,-83.1082,60.29,66.0
2022-03-30 13:25:00,Southern Georgia Regional Commission,"Tenmile Creek at State Road 64 near Lakeland, GA",7067,31.1172,-83.1342,56.18,133.0
2022-03-30 13:25:00,Southern Georgia Regional Commission,"Fivemile Creek at State Road 64 near Lakeland, GA",7069,31.125,-83.1284,59.48,66.0
2022-03-30 14:30:00,Southern Georgia Regional Commission,"Mill Creek at State Road 135 near Lakeland, GA",7071,31.0467,-83.0702,51.06,0.0
2022-03-30 14:40:00,Southern Georgia Regional Commission,"Big Creek at State Road 135 near Lakeland, GA",7072,31.0497,-83.0696,52.06,200.0
2022-03-30 14:45:00,Southern Georgia Regional Commission,"Big Creek at State Road 11 near Lakeland, GA",7073,31.0431,-83.0628,48.11,33.0
2022-03-30 15:20:00,Southern Georgia Regional Commission,"Reedy Creek nr US 129 SR11 nr Naylor, GA",7070,30.8968,-83.0056,46.56,100.0
2022-03-30 15:25:00,Southern Georgia Regional Commission,"Cow Creek at State Road 11 near Stockton, GA",7051,30.8601,-83.0013,42.17,66.0
2022-03-30 15:30:00,Children of the Deer,Olley Creek,7377,33.9346,-84.5455,322.32,33.0
2022-03-30 15:40:00,Southern Georgia Regional Commission,Alapahoochee Riv. at Antioch Rd/J'frank,7053,30.6733,-83.1049,33.49,33.0
2022-03-30 16:00:00,Southern Georgia Regional Commission,"Alapahoochee River at State Road 135 near Statenville, GA",7052,30.6287,-83.0883,30.64,0.0
2022-03-30 18:30:00,McCleskey Middle School,Tributary to Rubes Creek,692,34.0467,-84.5057,306.038391,266.0
2022-03-30 19:00:00,Stone Mountain Park Education Department,Beaver Creek,2443,33.8143,-84.1601,275.858246,66.0
2022-03-31 09:00:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,33.0
2022-03-31 09:00:00,WWALS_Watershed Coalition,"Withlacoochee River at Hagan Bridge, GA-122",6602,31.0133,-83.3017,46.46,200.0
2022-03-31 09:00:00,WWALS_Watershed Coalition,Little River @ Folsom Bridge (GA 122),7074,31.0007,-83.4568,44.71,166.0
2022-04-01 09:00:00,West Fannin Yellow Jackets,West Fannin Stream,4915,34.9243,-84.38,565.98,0.0
2022-04-01 10:49:00,WWALS_Watershed Coalition,Withlacoochee River at State Line Boat Ramp (GA 31),6594,30.6356,-83.3112,17.45,66.0
2022-04-01 11:00:00,Blanket's Creek Project,Blanket's Creek,2065,34.1595,-84.5554,256.057007,133.0
2022-04-01 11:13:00,WWALS_Watershed Coalition,Withlacoochee River - Nankin Boat Ramp,6566,30.6748,-83.3943,22.08,66.0
2022-04-01 12:30:00,SCFP Stream Team,Cambarus Creek,7364,34.1485,-84.0427,339.14,333.0
2022-04-02 09:00:00,Middle Savannah River Sentinels,Reed Creek at Sandlewood Drive,5166,33.4991,-82.1208,105.92,300.0
2022-04-02 09:45:00,Middle Savannah River Sentinels,Upper Reed Creek,4871,33.5103,-82.1122,94.74,133.0
2022-04-02 10:50:00,Middle Savannah River Sentinels,Reed Creek,975,33.5352,-82.0838,69.33,200.0
2022-04-03 13:00:00,Little Tennessee River Watershed,Rabbit Creek Tributary,7223,35.2112,-83.3252,667.03,100.0
2022-04-03 15:00:00,Birdsong Subdivision,Cobbs Creek at Alverado Way,7342,33.7484,-84.2546,275.44,33.0
2022-04-04 09:15:00,Middle Savannah River Sentinels,Rocky Creek at Gravel Pit Road,5215,33.4174,-81.9859,38.18,100.0
2022-04-04 10:10:00,Middle Savannah River Sentinels,Butler Creek,2402,33.4088,-82.0796,61.09,0.0
2022-04-04 10:10:00,Flint Riverkeeper,Un-named trib of Town Branch at West Main,6723,32.8897,-84.3324,211.91,500.0
2022-04-04 10:35:00,Flint Riverkeeper,Town Branch Creek,5456,32.8839,-84.3378,207.04,200.0
2022-04-04 11:05:00,Middle Savannah River Sentinels,Rae's Creek,3090,33.4784,-82.0706,86.62,233.0
2022-04-04 11:11:00,Flint Riverkeeper,Bell Creek,5457,32.8379,-84.3588,160.71,100.0
2022-04-04 11:40:00,Flint Riverkeeper,Potato Creek Pobiddy Rd,5455,32.7936,-84.3595,119.83,0.0
2022-04-04 12:00:00,Flint Riverkeeper,Flint River Pobiddy Rd,5459,32.7766,-84.3701,122.23,33.0
2022-04-04 12:17:00,Ogeechee Riverkeeper,Canoochee River Rocks River Bridge Landing,7352,32.1842,-81.8892,32.24,200.0
2022-04-04 23:02:00,Ogeechee Riverkeeper,Ogeechee River Rocky Ford Landing,7351,32.6482,-81.8405,35.31,166.0
2022-04-05 09:20:00,Middle Savannah River Sentinels,Euchee Creek Site 4,971,33.5555,-82.1797,62.68,333.0
2022-04-05 10:05:00,Middle Savannah River Sentinels,Upper Kiokee Creek,7317,33.5417,-82.3151,86.62,333.0
2022-04-07 08:45:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,500.0
2022-04-07 13:32:00,WWALS_Watershed Coalition,Withlacoochee River at State Line Boat Ramp (GA 31),6594,30.6356,-83.3112,17.45,200.0
2022-04-08 09:35:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,600.0
2022-04-08 09:53:00,Jackson Lake Homeowners Association,Yellow River North of hwy 36 Bridge,3324,33.4101,-83.88,163.816528,266.0
2022-04-08 10:35:00,Jackson Lake Homeowners Association,Alcovy River at FFA Camp,3951,33.4338,-83.8231,161.0,266.0
2022-04-08 11:30:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,233.0
2022-04-08 11:31:00,Jackson Lake Homeowners Association,Scout Island,4617,33.3272,-83.8436,161.0,233.0
2022-04-08 12:23:00,Jackson Lake Homeowners Association,Tussahaw Creek at Blackberry Rd,5057,33.3717,-83.9091,161.0,133.0
2022-04-08 12:38:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,133.0
2022-04-08 20:50:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,266.0
2022-04-08 20:50:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,133.0
2022-04-08 20:50:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,266.0
2022-04-08 20:50:00,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,600.0
2022-04-09 10:20:00,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,700.0
2022-04-09 11:04:00,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,400.0
2022-04-09 12:25:00,Hales Trace,Hale Creek,7205,33.8622,-84.1106,261.94,100.0
2022-04-09 14:40:00,Tapestry Community,Entrenchment Beaver Pond,3825,33.7276,-84.3613,272.67,133.0
2022-04-09 15:00:00,Tapestry Community,Intrenchment creek,1429,33.7278,-84.3611,272.65,33.0
2022-04-09 22:08:00,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,333.0
2022-04-09 22:37:00,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,633.0
2022-04-09 22:52:00,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,233.0
2022-04-10 15:00:00,River Runners of Ball Ground,Etowah at River House near Airport Dr,6745,34.2969,-84.41,279.23,33.0
2022-04-10 15:00:00,River Runners of Ball Ground,Creek at River House near Airport Dr,6750,34.2966,-84.4107,276.53,66.0
2022-04-10 16:34:00,Clean and Beautiful,Level Creek - Cooper Farm Dr,7344,34.0956,-84.0559,308.91,66.0
2022-04-10 17:05:00,Clean and Beautiful,Level Creek near Gold Mine Dr,6887,34.093,-84.0494,313.4,133.0
2022-04-10 17:21:00,Clean and Beautiful,Level Creek - Crystal Downs Way,7345,34.0961,-84.0671,305.18,0.0
2022-04-10 18:07:00,Clean and Beautiful,Level Creek - Brighton Rose Ln,7346,34.1045,-84.0767,303.26,100.0
2022-04-11 09:52:00,Ogeechee Riverkeeper,Ogeechee River Rocky Ford Landing,7351,32.6482,-81.8405,35.31,233.0
2022-04-11 12:03:00,Ogeechee Riverkeeper,Canoochee River Rocks River Bridge Landing,7352,32.1842,-81.8892,32.24,300.0
2022-04-11 14:10:00,Ogeechee Riverkeeper,Little Lotts at corner of Zetterower and Fair rds.,7178,32.4351,-81.7822,61.53,166.0
2022-04-11 14:30:00,Ogeechee Riverkeeper,Little Lotts Creek-Zetterower Bridge,7295,32.4352,-81.7819,61.45,133.0
2022-04-12 13:45:00,Village North Highlands Subdivision,Tributary of Willeo Creek,2461,34.0458,-84.4361,303.690002,133.0
2022-04-12 19:00:00,anna jones,sherwood creek,7208,34.1078,-83.8994,281.52,100.0
2022-04-14 08:30:00,WWALS_Watershed Coalition,"Lakeland Boat Ramp @ GA 122, Alapaha River",4769,31.0456,-83.044,50.0,0.0
2022-04-14 08:30:00,WWALS_Watershed Coalition,"Withlacoochee River at Hagan Bridge, GA-122",6602,31.0133,-83.3017,46.46,100.0
2022-04-14 08:30:00,WWALS_Watershed Coalition,Little River @ Folsom Bridge (GA 122),7074,31.0007,-83.4568,44.71,33.0
2022-04-15 14:45:00,MOST (Madison-Oglethorpe Stream Team),S.Fork Broad River at Watson Mill  Bridge State Park,7211,34.0265,-83.075,159.69,66.0
2022-04-15 15:45:00,MOST (Madison-Oglethorpe Stream Team),Gina's Creek,7146,34.0361,-83.1714,180.43,33.0
2022-04-15 18:48:00,John Stephan,Brushy Creek near Chattahoochee River confluence,7194,34.041,-84.1066,275.16,133.0
2022-04-16 15:15:00,Earth First,Noonday Creek south of New Chastain Rd.,4967,34.0331,-84.5392,276.74,633.0
2022-04-17 10:24:00,Gwinnett County Sierra Club,Suwanee Creek,1203,34.0451,-84.0643,284.640991,433.0
2022-04-17 13:15:00,Upper Etowah Alliance AAS,"Shoal Creek at Moores Mill Bridge, Hwy108/Fincher",3427,34.2634,-84.5955,268.950958,33.0
2022-04-17 14:00:00,oconeewaters,Barber Creek @ industrial/corporate park,4161,33.9011,-83.4612,215.74,200.0
2022-04-17 14:35:00,oconeewaters,Barber Creek @ Clotfelder Rd. Bridge,4114,33.9025,-83.5229,219.35,166.0
2022-04-17 14:53:00,Upper Etowah Alliance AAS,Lake Allatoona - JD's by the Lake,7209,34.1638,-84.581,255.0,0.0
2022-04-17 15:05:00,oconeewaters,Apalachee,7206,33.8548,-83.5753,210.27,633.0
2022-04-17 16:47:00,"Bet Haverim, Haverim Beyachad ",South Fork Peachtree Creek,1180,33.8044,-84.293,273.74704,300.0
2022-04-19 10:14:00,Concord Woolen Mill,Nickajack Creek at Concord Woolen Mill ruins,5303,33.8493,-84.5562,269.25,66.0
2022-04-19 10:30:00,Yellow River Water Trail-Gwinnett,Yellow River-Five Forks Trickum Bridge,3979,33.8738,-84.0836,254.84,266.0
2022-04-19 11:00:00,Yellow River Water Trail-Gwinnett,Yellow River-Ross Rd/Vecoma,3838,33.8301,-84.0814,243.51,100.0
2022-04-19 11:00:00,Yellow River Water Trail-Gwinnett,Yellow River - Norris Lake Dr.,6829,33.7587,-84.0479,220.33,33.0
2022-04-19 11:30:00,Yellow River Water Trail-Gwinnett,Yellow River - Norris Lake Dr.,6829,33.7587,-84.0479,220.33,66.0
2022-04-19 12:30:00,Upper Etowah Alliance AAS,Lewis Park creek - tributary to Lake Allatoona,6963,34.1526,-84.5827,264.25,66.0
2022-04-19 12:30:00,Yellow River Water Trail-Gwinnett,Yellow River at Pleasant Hill Rd bridge,7333,33.7336,-84.0614,215.48,100.0
2022-04-19 15:00:00,WesNettleton,Big Haynes Creek at Hillisde Commons,5414,33.8995,-83.9864,297.06,233.0
2022-04-19 15:00:00,Jleichter,Little Ivy Creek,7359,34.0722,-83.9399,339.0,66.0
2022-04-19 19:18:00,Good Guy Greg,Huddlestone Bridge Neighborhood stream,6884,34.0587,-84.6461,275.01,66.0
