EventDate,GroupName,SiteName,SiteID,site_latitude,site_longitude,site_altitude,colony_avg
10/19/15 10:25 AM,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,0.0
10/19/15 11:00 AM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,0.0
10/19/15 11:15 AM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,0.0
10/19/15 1:50 PM,Butter Bean Group,Skidaway Narrows,3304,31.9468,-81.0667,0.89664,0.0
10/20/15 9:00 AM,Chemours,Burnt Fort Landing,3716,30.9456,-81.8992,0.0,0.0
10/20/15 10:00 AM,Chemours,Buffalo Creek,3717,31.1197,-81.9515,8.08,33.0
10/20/15 11:00 AM,UOWN,Lower Barber Creek,1040,33.9106,-83.4281,181.296051,300.0
10/20/15 12:00 PM,Chemours,Little Satilla,3718,31.3511,-82.0336,15.0,33.0
10/20/15 1:45 PM,Chattahoochee River Conservancy,Weracoba Creek,3136,32.4899,-84.9642,88.034,467.0
10/20/15 2:10 PM,Chattahoochee River Conservancy,Weracoba Creek 25th Street,3137,32.4863,-84.9645,85.416,67.0
10/20/15 2:36 PM,Chattahoochee River Conservancy,Weracoba Creek below UV Treatment,3139,32.4835,-84.9649,86.053,0.0
10/20/15 2:54 PM,Chattahoochee River Conservancy,Weracoba Creek Play Ground,3141,32.4822,-84.9653,82.229,0.0
10/20/15 3:00 PM,Chattahoochee River Conservancy,Weracoba Creek at Bandstand,3142,32.4756,-84.9656,79.574,200.0
10/20/15 4:12 PM,GHS Citizen Science Club,Reedy River,3294,34.8444,-82.4011,263.54425,33.0
10/20/15 4:15 PM,GHS Citizen Science Club,Reedy River Feeder,3293,34.844,-82.4019,264.927826,333.0
10/21/15 11:30 AM,Hiwassee River Watershed Coalition,Upper Hiwassee River (HIW 1),2699,34.9027,-83.7229,591.74,133.0
10/22/15 11:30 AM,TeamUF,Tributary to Richland Creek,3907,34.8566,-82.3924,267.7,333.0
10/22/15 2:15 PM,Chattahoochee River Conservancy,19th and 1st - Phenix City into Chatt River,2939,32.4786,-84.9955,65.827,67.0
10/22/15 2:50 PM,Chattahoochee River Conservancy,UnnamedTributary,3606,32.4905,-84.9966,69.73,467.0
10/23/15 10:30 AM,Upper Etowah Alliance AAS,Canton Creek,1235,34.2298,-84.4918,262.24,33.0
10/23/15 12:45 PM,Upper Etowah Alliance AAS,unnamed tributary to Etowah River,2937,34.2412,-84.4902,264.92,300.0
10/23/15 4:30 PM,Fairfax Consulting Services,Powder Springs Creek,1405,33.8934,-84.7173,281.661987,100.0
10/23/15 4:30 PM,Upper Etowah Alliance AAS,Canton Creek,3721,34.2458,-84.3617,344.02,133.0
10/24/15 10:00 AM,Columbia County Adopt-A-Stream,Reed Creek,975,33.5352,-82.0838,69.33,267.0
10/24/15 1:00 PM,Stone Mountain Park Education Department,Beaver Creek,2443,33.8143,-84.1601,275.858246,300.0
10/25/15 8:00 AM,Hiwassee River Watershed Coalition,Scataway Creek (HIW 4),2702,34.9262,-83.6766,610.71,233.0
10/25/15 9:00 AM,Hiwassee River Watershed Coalition,CHAT 5 - Lower Hiwassee River,2846,34.9118,-83.7088,588.00293,67.0
10/25/15 1:00 PM,Anderson University,Rocky River,3219,34.5046,-82.6218,209.557938,133.0
10/26/15 9:00 AM,Euchee Creek,Euchee Creek,2956,33.4913,-82.2217,82.9,233.0
10/26/15 11:20 AM,Satilla Riverkeeper & Friends,Pudding Creek - US 441,4039,31.3649,-82.8386,43.95,33.0
10/26/15 12:05 PM,Satilla Riverkeeper & Friends,Satilla River - GA 64,4040,31.3366,-82.7684,39.91,0.0
10/26/15 12:50 PM,Satilla Riverkeeper & Friends,Satilla River - GA 158 ,4041,31.3027,-82.561,33.57,67.0
10/26/15 1:25 PM,Satilla Riverkeeper & Friends,Jamestown Landing,3431,31.2983,-82.3924,29.91,0.0
10/26/15 1:30 PM,Stone Mountain Park Education Department,Crossvine Creek,1398,33.8039,-84.159,273.962555,200.0
10/27/15 4:00 PM,Anderson University,Rocky River,3218,34.5074,-82.6191,218.897583,367.0
10/28/15 4:00 PM,Georgia Southwestern Geology,Town Creek,4053,32.0793,-84.2324,104.47,700.0
10/29/15 3:30 AM,Spartanburg Day School,Lawson Fork Creek,3967,34.9603,-81.9115,215.11,633.0
10/29/15 9:30 AM,Hiwassee River Watershed Coalition,NOT 5 Coosa Creek,2715,34.8517,-83.9939,546.062622,600.0
10/29/15 10:00 AM,Upper Chattahoochee Trout Unlimited,Ball Mill Creek,2368,33.9787,-84.3208,268.422729,200.0
10/29/15 10:30 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,233.0
10/29/15 2:05 PM,Chattahoochee River Conservancy,Holland Creek,2661,32.4652,-84.9993,58.666435,267.0
10/29/15 2:15 PM,Jackson Lake Homeowners Association,Alcovy River at FFA Camp,3951,33.4338,-83.8231,161.0,100.0
10/29/15 2:32 PM,Chattahoochee River Conservancy,Holland Creek - 20th Avenue,2662,32.4786,-85.0217,73.893333,600.0
10/29/15 3:01 PM,Chattahoochee River Conservancy,Holland Creek - Cutrate Road,2663,32.4915,-85.0422,88.968597,200.0
10/30/15 8:00 AM,Keep Smyrna Beautiful Adopt-A-Stream (KSBAAS),Oak Park of Vinings Creek,3199,33.8454,-84.4879,278.951721,200.0
10/30/15 9:00 AM,Save Our Saluda,South Saluda River,3364,35.0273,-82.5925,291.873505,100.0
10/30/15 9:30 AM,CU-SWU Joint AAS Project,Hunnicutt Creek,3338,34.67,-82.8422,196.941818,300.0
10/30/15 10:00 AM,CU-SWU Joint AAS Project,Hunnicutt Creek,4026,34.6737,-82.8303,212.15,333.0
10/30/15 10:10 AM,Hiwassee River Watershed Coalition,Valley River (VR-H1),3591,35.2416,-83.7083,774.67,0.0
10/30/15 10:18 AM,Hiwassee River Watershed Coalition,Valley River (VR-H2),3592,35.2331,-83.7207,734.05,33.0
10/30/15 10:29 AM,Hiwassee River Watershed Coalition,Valley River (VR-H3),3593,35.2297,-83.7392,678.74,0.0
10/30/15 10:30 AM,Waterloo Water Wizards,Rabon Creek at Burris Creek,3984,34.4144,-82.1087,138.57,167.0
10/30/15 10:43 AM,Hiwassee River Watershed Coalition,Valley River (VR-H4),3594,35.2058,-83.7894,568.14,33.0
10/30/15 10:59 AM,Hiwassee River Watershed Coalition,Valley River (H-5),3595,35.2036,-83.7935,561.2,100.0
10/30/15 11:17 AM,Hiwassee River Watershed Coalition,Valley River (VR-US3),3585,35.1994,-83.7992,552.73,33.0
10/30/15 11:30 AM,Waterloo Water Wizards,Reedy River at Ekom Beach,3712,34.4174,-82.1533,140.61,333.0
10/30/15 11:43 AM,Hiwassee River Watershed Coalition,Valley River- VR-01 at Valley River Park,4052,35.2064,-83.8156,537.07,100.0
10/30/15 12:00 PM,Hiwassee River Watershed Coalition,CHAT 11 - Fodder Creek,2851,34.9139,-83.7414,594.928406,100.0
10/30/15 12:06 PM,Hiwassee River Watershed Coalition,Valley River (VR-02) ,3580,35.2051,-83.833,527.39,33.0
10/30/15 1:00 PM,Waterloo Water Wizards,Lake Greenwood,3985,34.3468,-82.105,134.02,200.0
10/30/15 1:00 PM,Waterloo Water Wizards,Cane Creek at Rt 72 bridge,4044,34.29,-82.0306,136.26,200.0
10/30/15 1:20 PM,Hiwassee River Watershed Coalition,Valley River (VR-03),3581,35.2033,-83.8396,523.2,33.0
10/30/15 1:30 PM,CU-SWU Joint AAS Project,Hunnicutt Creek C,3464,34.67,-82.8508,214.12,233.0
10/30/15 1:38 PM,Hiwassee River Watershed Coalition,Valley River (VR-04),3582,35.1954,-83.8507,518.86,0.0
10/30/15 2:01 PM,Hiwassee River Watershed Coalition,Valley River at Hargett River Access,3816,35.1782,-83.907,499.19,100.0
10/30/15 2:45 PM,Hiwassee River Watershed Coalition,Valley River (VR-09),3588,35.1227,-83.9893,477.92,633.0
10/30/15 3:03 PM,Hiwassee River Watershed Coalition,Valley River at Konehete Park (VR-11),3589,35.0939,-84.0207,462.69,233.0
10/30/15 3:20 PM,Hiwassee River Watershed Coalition,Valley River (VR-12),3590,35.0921,-84.038,460.04,167.0
10/31/15 11:30 AM,Toonigh Neighbors,Toonigh Creek,154,34.1504,-84.5196,274.650085,167.0
10/31/15 12:30 PM,Tapestry Community,Intrenchment creek,1429,33.7278,-84.3611,272.65,300.0
10/31/15 1:30 PM,Save Our Saluda,North Saluda River,2826,35.0722,-82.469,310.52124,67.0
11/1/15 10:30 AM,Team Moore,Ranson Creek,3986,34.8963,-82.0012,216.28,233.0
11/1/15 11:30 AM,Shadow Lake,Shadow Lake,3884,33.8895,-84.103,273.05,267.0
11/3/15 2:09 PM,Chattahoochee River Conservancy,Flat Rock Creek,2282,32.5469,-84.8845,114.794701,333.0
11/3/15 3:11 PM,Chattahoochee River Conservancy,Lindsey Creek,2283,32.4913,-84.9427,82.278145,700.0
11/4/15 9:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Richland Creek,3932,33.5878,-83.1939,156.89,400.0
11/4/15 9:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Richland Creek,3937,33.6093,-83.1621,165.45,433.0
11/4/15 10:00 AM,Oconee-Savannah Targeted Watershed Monitoring,Town Creek,3934,33.5517,-83.2004,151.78,133.0
11/4/15 10:00 AM,Oconee-Savannah Targeted Watershed Monitoring,Beaverdam Creek,3935,33.5611,-83.1393,164.32,500.0
11/4/15 10:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Beaverdam Creek,3931,33.5046,-83.1554,144.38,400.0
11/4/15 10:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Richland Creek,3933,33.4881,-83.2273,134.04,633.0
11/4/15 2:30 PM,Miles Apes,Wildcat Creek,3077,33.7262,-84.9462,341.763306,200.0
11/5/15 2:31 PM,Chattahoochee River Conservancy,Standing Boy Creek,2261,32.6195,-84.9913,129.745178,200.0
11/5/15 3:03 PM,Chattahoochee River Conservancy,Heiferhorn Creek,2286,32.5712,-85.0139,102.466553,367.0
11/5/15 5:00 PM,Yellow River Water Trail-Gwinnett,Yellow River-Ross Rd/Vecoma,3838,33.8301,-84.0814,243.51,233.0
11/6/15 9:40 AM,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,133.0
11/6/15 9:50 AM,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,167.0
11/6/15 10:00 AM,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,267.0
11/6/15 10:15 AM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,100.0
11/6/15 10:25 AM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,133.0
11/6/15 5:00 PM,Yellow River Water Trail-Gwinnett,Yellow River-Five Forks Trickum Bridge,3979,33.8738,-84.0836,254.84,633.0
11/7/15 9:30 AM,Jackson Lake Homeowners Association,Jackson Lake,3327,33.3203,-83.8436,171.012527,67.0
11/7/15 10:00 AM,Jackson Lake Homeowners Association,South River North of Hwy 36 Bridge SRB-36,3306,33.3952,-83.8941,160.608994,67.0
11/7/15 10:30 AM,Jackson Lake Homeowners Association,Yellow River North of hwy 36 Bridge,3324,33.4101,-83.88,163.816528,200.0
11/10/15 1:00 PM,Lyster's class,St. Mary's River,4015,30.7904,-81.8062,0.45,167.0
11/10/15 2:00 PM,Hiwassee River Watershed Coalition,Butternut Creek at Union County Farmers Market,3797,34.8841,-83.9514,561.8,200.0
11/10/15 4:30 PM,The Creek Freaks,Butler Creek,537,33.3902,-81.9673,37.823467,500.0
11/11/15 1:07 AM,Hiwassee River Watershed Coalition,Brasstown Creek at Oland,4019,35.0273,-83.9549,485.76,100.0
11/11/15 10:00 AM,SWU Environmental Studies,Twelve Mile River,3224,34.7628,-82.7925,227.489914,300.0
11/11/15 12:05 PM,Upper Chattahoochee Trout Unlimited,Wildcat Creek,2367,33.9575,-84.3318,302.844635,67.0
11/13/15 12:00 PM,Hiwassee River Watershed Coalition,Stink Creek ,4047,34.7908,-83.8894,575.63,467.0
11/13/15 12:15 PM,Upper Etowah Alliance AAS,Canton Creek,1235,34.2298,-84.4918,262.24,67.0
11/13/15 1:15 PM,Upper Etowah Alliance AAS,tributary to Canton Creek,2473,34.2321,-84.4906,263.493622,0.0
11/13/15 2:00 PM,Hiwassee River Watershed Coalition,Upper Nottely River NOT1,4048,34.7908,-83.8912,576.31,133.0
11/13/15 2:20 PM,Upper Etowah Alliance AAS,unnamed tributary to Etowah River,2937,34.2412,-84.4902,264.92,33.0
11/13/15 5:00 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,33.0
11/14/15 8:30 AM,Butler Creek Kennesaw,Southern Tributary of Butler Creek,2006,34.0097,-84.6272,307.337158,200.0
11/14/15 10:25 AM,Knowles Landing,Whitewater Creek,2831,32.3791,-84.1845,103.932671,67.0
11/14/15 10:30 AM,Waterloo Water Wizards,Rabon Creek at Burris Creek,3984,34.4144,-82.1087,138.57,0.0
11/14/15 11:00 AM,Peregrine Marsh Gang,Wilmington River,365,31.9586,-81.0112,1.179399,33.0
11/14/15 2:00 PM,Waterloo Water Wizards,Reedy River at Ekom Beach,3712,34.4174,-82.1533,140.61,67.0
11/14/15 2:30 PM,Waterloo Water Wizards,Lake Greenwood,3985,34.3468,-82.105,134.02,67.0
11/14/15 4:00 PM,Waterloo Water Wizards,Cane Creek at Rt 72 bridge,4044,34.29,-82.0306,136.26,100.0
11/15/15 1:20 PM,Village North Highlands Subdivision,Tributary of Willeo Creek,2461,34.0458,-84.4361,303.690002,133.0
11/15/15 4:10 PM,Lenox/Parkwood Stream Team,Peavine Creek headwaters,3075,33.7716,-84.3101,298.277,267.0
11/15/15 4:40 PM,Lenox/Parkwood Stream Team,Parkwood Headwater of Peavine Creek,3081,33.7734,-84.3137,290.319,33.0
11/15/15 4:40 PM,Lenox/Parkwood Stream Team,Parkwood Headwater of Peavine Creek,3081,33.7734,-84.3137,290.319,33.0
11/16/15 2:00 PM,Stone Mountain Park Education Department,Gristmill stream,4105,33.8078,-84.1356,260.08,67.0
11/17/15 10:30 AM,Upper Chattahoochee Trout Unlimited,Ball Mill Creek,2368,33.9787,-84.3208,268.422729,33.0
11/17/15 10:30 AM,WCA Team,Big Ferguson Creek,3753,34.7773,-82.0288,197.93,100.0
11/17/15 12:30 PM,Butter Bean Group,Skidaway Narrows,3304,31.9468,-81.0667,0.89664,0.0
11/17/15 1:30 PM,Hiwassee River Watershed Coalition,Hiwassee River at Sweetwater Park,3782,35.064,-83.9005,511.16,0.0
11/17/15 3:00 PM,Watershed Ecology Center,Pollywood Creek,3548,34.9991,-81.9707,242.22,67.0
11/17/15 4:30 PM,Gwinnett Clean & Beautiful,Bromolow Creek,3674,33.9477,-84.1535,265.62,100.0
11/17/15 5:00 PM,Save Our Saluda,Oil Camp Creek,4017,35.1119,-82.5489,322.18,100.0
11/18/15 8:00 AM,Butler Creek South,Butler Creek,2402,33.4088,-82.0796,61.09,133.0
11/18/15 10:30 AM,Middle Savannah River Sentinels,Fox Creek,2501,33.5442,-81.9966,55.0,100.0
11/18/15 10:30 AM,WCA ,Disharoon Creek,4069,34.4635,-84.3056,473.36,0.0
11/18/15 2:00 PM,Watershed Ecology Center,Chinquapin Creek,3547,34.9815,-81.958,265.57,100.0
11/18/15 2:00 PM,Watershed Ecology Center,Butterfly Creek,3978,34.9557,-81.9434,237.28,0.0
11/19/15 10:30 AM,Hiwassee River Watershed Coalition,NOT 2 Arkaqua Creek,2712,34.8405,-83.9338,556.555969,333.0
11/19/15 10:30 AM,Hiwassee River Watershed Coalition,NOT 3 Nottely River,2713,34.8402,-83.9331,554.74,400.0
11/19/15 2:30 PM,Georgia Southern University Freshwater Ecology Lab,Beautiful Eagle Creek,3895,32.4324,-81.782,61.88,100.0
11/20/15 9:00 AM,"Bet Haverim, Haverim Beyachad ",South Fork Peachtree Creek,1180,33.8044,-84.293,273.74704,467.0
11/20/15 9:00 AM,Hiwassee River Watershed Coalition,Hiwassee River below Mission Dam,4050,35.0665,-83.9266,495.24,33.0
11/20/15 9:00 AM,Hiwassee River Watershed Coalition,Hiwassee River below Mission Dam,4050,35.0665,-83.9266,495.24,33.0
11/20/15 9:30 AM,Hiwassee River Watershed Coalition,Upper Hiwassee River (HIW 1),2699,34.9027,-83.7229,591.74,67.0
11/20/15 10:15 AM,Spartanburg Day School,Lawson Fork Creek,3967,34.9603,-81.9115,215.11,400.0
11/20/15 3:00 PM,The Dolans,Duncan Creek,4073,34.0721,-83.9045,354.06,67.0
11/21/15 12:30 PM,Toonigh Neighbors,Toonigh Creek,154,34.1504,-84.5196,274.650085,67.0
11/21/15 4:00 PM,Fairfax Consulting Services,Powder Springs Creek,1405,33.8934,-84.7173,281.661987,567.0
11/23/15 10:15 AM,High Falls Lake Association,Light Line,1390,33.1925,-84.0245,190.4,200.0
11/23/15 10:30 AM,High Falls Lake Association,Mid Lake [High Falls Lake],1389,33.1992,-84.0317,190.73,267.0
11/23/15 10:45 AM,High Falls Lake Association,Tow,1387,33.2036,-84.0379,188.95,100.0
11/23/15 11:00 AM,High Falls Lake Association,Brushy Creek,1386,33.1887,-84.0333,181.49,400.0
11/23/15 11:10 AM,High Falls Lake Association,Buck Creek,1385,33.1848,-84.0333,181.93,467.0
11/23/15 11:30 AM,Chemours,Burnt Fort Landing,3716,30.9456,-81.8992,0.0,33.0
11/23/15 12:30 PM,Chemours,Buffalo Creek,3717,31.1197,-81.9515,8.08,0.0
11/23/15 1:30 PM,Chemours,Little Satilla,3718,31.3511,-82.0336,15.0,0.0
11/26/15 2:00 PM,Friends of Mulberry Creek,Mulberry Creek,387,33.957,-84.3957,252.736557,33.0
11/26/15 2:30 PM,Crooked Branch,Crooked Branch,2019,33.9613,-84.389,249.589905,0.0
11/26/15 4:00 PM,Button ,Big Shoally Creek,3977,35.041,-81.9551,250.72,500.0
11/27/15 12:30 PM,Stone Mountain Park Education Department,Beaver Creek,2443,33.8143,-84.1601,275.858246,133.0
11/28/15 9:30 AM,TeamUF,Richland,2835,34.8468,-82.3853,256.789612,33.0
11/28/15 5:00 PM,Save Our Saluda,North Saluda River,2826,35.0722,-82.469,310.52124,33.0
11/29/15 4:50 AM,Tapestry Community,Intrenchment creek,1429,33.7278,-84.3611,272.65,0.0
11/29/15 8:00 AM,Hiwassee River Watershed Coalition,Scataway Creek (HIW 4),2702,34.9262,-83.6766,610.71,100.0
11/29/15 8:30 AM,Hiwassee River Watershed Coalition,CHAT 5 - Lower Hiwassee River,2846,34.9118,-83.7088,588.00293,0.0
11/29/15 10:15 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,704,33.9284,-84.4833,281.720856,100.0
11/29/15 4:50 PM,Tapestry Community,Entrenchment Beaver Pond,3825,33.7276,-84.3613,272.67,100.0
11/30/15 8:00 AM,Rae's Creek West,Rae's Creek,3090,33.4784,-82.0706,86.62,267.0
11/30/15 9:30 AM,Euchee Creek,Euchee Creek,2956,33.4913,-82.2217,82.9,100.0
11/30/15 10:50 AM,Satilla Riverkeeper & Friends,Pudding Creek - US 441,4039,31.3649,-82.8386,43.95,300.0
11/30/15 11:30 AM,Satilla Riverkeeper & Friends,Satilla River - GA 64,4040,31.3366,-82.7684,39.91,67.0
11/30/15 12:10 PM,Satilla Riverkeeper & Friends,Axson Landing,4101,31.3082,-82.7012,46.94,167.0
11/30/15 1:00 PM,Stone Mountain Park Education Department,Crossvine Creek,1398,33.8039,-84.159,273.962555,33.0
11/30/15 1:00 PM,Satilla Riverkeeper & Friends,Satilla River - GA 158 ,4041,31.3027,-82.561,33.57,133.0
11/30/15 1:20 PM,Satilla Riverkeeper & Friends,Jamestown Landing,3431,31.2983,-82.3924,29.91,67.0
11/30/15 1:30 PM,Stone Mountain Park Education Department,Crossroads Stream,1220,33.8124,-84.1479,273.429718,733.0
11/30/15 2:30 PM,Anne Ledbetter,Poplar Creek,2500,33.8797,-84.4948,291.483276,367.0
12/1/15 8:00 AM,Butler Creek South,Butler Creek,2402,33.4088,-82.0796,61.09,100.0
12/1/15 8:30 AM,Middle Savannah River Sentinels,Fox Creek,2501,33.5442,-81.9966,55.0,33.0
12/1/15 1:30 PM,Lyster's class,St. Mary's River,4015,30.7904,-81.8062,0.45,100.0
12/1/15 2:00 PM,Lassiter High School APES classes,Rube's Creek,1872,34.0577,-84.4749,295.493652,67.0
12/2/15 9:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Richland Creek,3937,33.6093,-83.1621,165.45,100.0
12/2/15 10:00 AM,Columbia County Adopt-A-Stream,Betty's Branch 3,885,33.5564,-82.1441,72.854164,633.0
12/2/15 10:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Richland Creek,3933,33.4881,-83.2273,134.04,100.0
12/2/15 10:30 AM,Oconee-Savannah Targeted Watershed Monitoring,Town Creek,3934,33.5517,-83.2004,151.78,600.0
12/2/15 11:00 AM,Oconee-Savannah Targeted Watershed Monitoring,Beaverdam Creek,3931,33.5046,-83.1554,144.38,133.0
12/3/15 1:30 AM,chseagles,tributary to cudd creek,4010,35.1333,-81.8566,264.5,33.0
12/3/15 2:00 PM,CU-SWU Joint AAS Project,Hunnicutt Creek C,3464,34.67,-82.8508,214.12,133.0
12/3/15 2:30 PM,CU-SWU Joint AAS Project,Hunnicutt Creek,3338,34.67,-82.8422,196.941818,33.0
12/3/15 3:00 PM,CU-SWU Joint AAS Project,Hunnicutt Creek,4026,34.6737,-82.8303,212.15,300.0
12/3/15 3:30 PM,CU-SWU Joint AAS Project,Hunnicutt Creek,4028,34.6785,-82.8243,240.22,567.0
12/4/15 5:00 PM,Lakewood Colony,Detention pond on tributary of Rubes Creek,869,34.0561,-84.4971,283.80954,67.0
12/5/15 10:00 AM,Jackson Lake Homeowners Association,Yellow River North of hwy 36 Bridge,3324,33.4101,-83.88,163.816528,133.0
12/5/15 12:00 PM,Jackson Lake Homeowners Association,Jackson Lake,3327,33.3203,-83.8436,171.012527,0.0
12/5/15 1:30 PM,Jackson Lake Homeowners Association,Alcovy River at FFA Camp,3951,33.4338,-83.8231,161.0,100.0
12/6/15 11:00 AM,Team Moore,Ranson Creek,3986,34.8963,-82.0012,216.28,200.0
12/7/15 1:30 AM,Daydreamers,Noses Creek,4107,33.8593,-84.6527,275.45,200.0
12/7/15 12:00 PM,Upper Chattahoochee Trout Unlimited,Wildcat Creek,2367,33.9575,-84.3318,302.844635,67.0
12/7/15 2:00 PM,Gwinnett Clean & Beautiful,Bromolow Creek,3674,33.9477,-84.1535,265.62,133.0
12/7/15 2:00 PM,Gwinnett Clean & Beautiful,Bromolow Creek & Wetlands,3732,33.949,-84.1482,287.57,33.0
12/7/15 5:00 PM,Yellow River Water Trail-Gwinnett,Yellow River-Ross Rd/Vecoma,3838,33.8301,-84.0814,243.51,33.0
12/7/15 5:30 PM,Yellow River Water Trail-Gwinnett,Yellow River-Five Forks Trickum Bridge,3979,33.8738,-84.0836,254.84,0.0
12/8/15 8:30 AM,Creek Chimps,Westminster Creek,1383,33.4885,-82.044,70.446281,167.0
12/9/15 10:30 AM,Georgia Southwestern Geology,Town Creek,4053,32.0793,-84.2324,104.47,33.0
12/9/15 11:00 AM,Georgia Southwestern Geology,Willet Creek at Bowen Bridge,2399,32.0535,-84.2115,106.41,33.0
12/9/15 2:30 PM,Lassiter High School APES classes,Rube's Creek,1872,34.0577,-84.4749,295.493652,67.0
12/11/15 12:15 PM,Village North Highlands Subdivision,Tributary of Willeo Creek,2461,34.0458,-84.4361,303.690002,100.0
12/12/15 8:00 AM,Keep Smyrna Beautiful Adopt-A-Stream (KSBAAS),Oak Park of Vinings Creek,3199,33.8454,-84.4879,278.951721,0.0
12/12/15 10:17 AM,Knowles Landing,Whitewater Creek,2831,32.3791,-84.1845,103.932671,267.0
12/12/15 11:00 AM,GT AEES Adopt-A-Stream Team,Orme Creek,3216,33.786,-84.362,269.845856,500.0
12/12/15 11:15 AM,Sierra Club Cobb Centennial Group,Rottenwood Creek,504,33.8805,-84.4513,234.42,100.0
12/12/15 11:53 AM,Knowles Landing,"Ocmulgee River, Knowles Landing",2824,32.5423,-83.5387,72.62,0.0
12/12/15 3:30 PM,Go Outdoors USA,Sweetwater Creek,2821,33.9698,-84.1226,274.242279,67.0
12/12/15 4:00 PM,Fairfax Consulting Services,Powder Springs Creek,1405,33.8934,-84.7173,281.661987,100.0
12/13/15 9:00 AM,Butler Creek Kennesaw,Southern Tributary of Butler Creek,2006,34.0097,-84.6272,307.337158,167.0
12/13/15 2:00 PM,Hiwassee River Watershed Coalition,Upper Nottely River NOT1,4048,34.7908,-83.8912,576.31,200.0
12/13/15 2:30 PM,Hiwassee River Watershed Coalition,Stink Creek ,4047,34.7908,-83.8894,575.63,233.0
12/13/15 7:00 PM,McCleskey Middle School,Tributary to Rubes Creek,692,34.0467,-84.5057,306.038391,100.0
12/14/15 1:30 PM,Anderson University,Rocky River,3218,34.5074,-82.6191,218.897583,33.0
12/14/15 2:00 PM,Anderson University,Rocky River,3219,34.5046,-82.6218,209.557938,67.0
12/14/15 2:30 PM,Anderson University,Cox's Creek,3217,34.5182,-82.6316,206.789886,167.0
12/15/15 10:30 AM,Watershed Ecology Center,Pollywood Creek,3548,34.9991,-81.9707,242.22,300.0
12/15/15 11:00 AM,Watershed Ecology Center,Chinquapin Creek,3547,34.9815,-81.958,265.57,267.0
12/15/15 12:00 PM,Watershed Ecology Center,Butterfly Creek,3978,34.9557,-81.9434,237.28,0.0
12/15/15 4:00 PM,The Creek Freaks,Butler Creek,537,33.3902,-81.9673,37.823467,67.0
12/16/15 12:30 AM,Lassiter High School APES classes,Rube's Creek,1872,34.0577,-84.4749,295.493652,167.0
12/16/15 10:30 AM,Waterloo Water Wizards,Rabon Creek at Burris Creek,3984,34.4144,-82.1087,138.57,100.0
12/16/15 11:00 AM,Waterloo Water Wizards,Reedy River at Ekom Beach,3712,34.4174,-82.1533,140.61,300.0
12/16/15 12:00 PM,Columbus Adopt-A-Stream,Lindsey Creek-Bridge,2986,32.5372,-84.9329,116.963,100.0
12/16/15 12:00 PM,Waterloo Water Wizards,Lake Greenwood,3985,34.3468,-82.105,134.02,100.0
12/16/15 12:00 PM,Waterloo Water Wizards,Cane Creek at Rt 72 bridge,4044,34.29,-82.0306,136.26,133.0
12/16/15 12:30 PM,Stone Mountain Park Education Department,Beachdrop Creek,4055,33.8181,-84.1627,273.9,133.0
12/17/15 11:00 AM,Save Our Saluda,Oil Camp Creek,4017,35.1119,-82.5489,322.18,67.0
12/17/15 12:15 PM,Butter Bean Group,Skidaway Narrows,3304,31.9468,-81.0667,0.89664,67.0
12/17/15 2:30 PM,Miles Apes,Wildcat Creek,3077,33.7262,-84.9462,341.763306,367.0
12/18/15 11:00 AM,Hiwassee River Watershed Coalition,Upper Hiwassee River (HIW 1),2699,34.9027,-83.7229,591.74,100.0
12/19/15 4:30 PM,Georgia Southern University Freshwater Ecology Lab,Beautiful Eagle Creek,3895,32.4324,-81.782,61.88,0.0
12/20/15 12:00 PM,Toonigh Neighbors,Toonigh Creek,154,34.1504,-84.5196,274.650085,67.0
12/21/15 3:00 PM,Anderson University,Rocky River,3218,34.5074,-82.6191,218.897583,0.0
12/21/15 3:30 PM,Anderson University,Rocky River,3219,34.5046,-82.6218,209.557938,67.0
12/21/15 4:00 PM,Anderson University,Cox's Creek,3217,34.5182,-82.6316,206.789886,100.0
12/22/15 2:45 PM,Upper Chattahoochee Trout Unlimited,Ball Mill Creek,2368,33.9787,-84.3208,268.422729,467.0
12/26/15 11:00 AM,WCA Team,Big Ferguson Creek,3753,34.7773,-82.0288,197.93,267.0
